0,day_of_week,mobility_modifier
1,Monday,"[[0.85],[0.85],[1.04],[1.06],[0.86]]"
2,Tuesday,"[[0.85],[0.85],[1.04],[1.06],[0.86]]"
3,Wednesday,"[[0.85],[0.85],[1.04],[1.06],[0.86]]"
4,Thursday,"[[0.85],[0.85],[1.04],[1.06],[0.86]]"
5,Friday,"[[0.85],[0.85],[1.04],[1.06],[0.86]]"
6,Saturday,"[[0.85],[0.85],[1.04],[1.06],[0.86]]"
7,Sunday,"[[0.85],[0.85],[1.04],[1.06],[0.86]]"
